source_dataset,survey_year,respondent_id,age,age_band,female,race_ethnicity,education_level,census_region,household_size,household_income_2020_usd,income_is_banded,underserved_200fpl,underserved_method,pov_ratio,savings_behavior_index,financial_knowledge_score,credit_behavior_index,spending_behavior_index,net_worth_2020_usd,financial_assets_age20_2020_usd,debt_age20_2020_usd,asvab_math_verbal_pctile,asvab_math_knowledge,ap_econ_score,sample_type,weight
nlsy97_1997cohort,2001,32,20,18-24,1.0,4,2.0,1.0,3.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,100.0,,,,57263.0,877.0,0.0,39.95,0.901,,1,253941
nlsy97_1997cohort,2001,69,20,18-24,1.0,1,2.0,1.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,375743.0,0.0,0.0,81.32,1.024,,1,100771
nlsy97_1997cohort,2004,87,20,18-24,0.0,2,2.0,1.0,1.0,0.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.0,,,,,,10230.0,43842.0,75.58,0.395,,1,238852
nlsy97_1997cohort,2003,105,20,18-24,0.0,4,2.0,1.0,6.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,0.0,,,,,0.0,23382.0,74.88,,,1,267691
nlsy97_1997cohort,2004,108,20,18-24,0.0,4,2.0,1.0,5.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,0.0,,,,,21921.0,0.0,83.76,,,1,300806
nlsy97_1997cohort,2002,114,20,18-24,1.0,4,2.0,1.0,4.0,204594.0,False,0.0,CV_HH_POV_RATIO<=200pct,7.66,100.0,,,,353788.0,132.0,11691.0,65.34,0.502,,1,298098
nlsy97_1997cohort,2000,129,20,18-24,1.0,4,2.0,1.0,4.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,100.0,,,,11962.0,292.0,0.0,61.98,1.934,,1,324159
nlsy97_1997cohort,2004,138,20,18-24,0.0,4,2.0,1.0,1.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,0.0,,,,,0.0,0.0,60.42,,,1,297033
nlsy97_1997cohort,2000,200,20,18-24,0.0,4,2.0,1.0,2.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,100.0,,,,12327.0,636.0,0.0,,,,1,310954
nlsy97_1997cohort,2003,205,20,18-24,1.0,4,,1.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,692704.0,438415.0,33612.0,33.51,,,1,287171
nlsy97_1997cohort,2000,216,20,18-24,1.0,2,1.0,1.0,3.0,69907.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.36,100.0,,,,31070.0,731.0,40919.0,60.5,0.113,,1,108227
nlsy97_1997cohort,2004,221,20,18-24,1.0,4,2.0,1.0,4.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,5480.0,40919.0,82.21,0.154,,1,287584
nlsy97_1997cohort,2004,230,20,18-24,0.0,2,2.0,1.0,4.0,136790.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.04,100.0,,,,,731.0,141754.0,62.12,,,1,107825
nlsy97_1997cohort,2004,236,20,18-24,1.0,2,2.0,1.0,3.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,7599.0,0.0,76.94,,,1,103608
nlsy97_1997cohort,2003,237,20,18-24,0.0,4,2.0,1.0,6.0,258955.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.97,0.0,,,,327290.0,0.0,0.0,58.78,,,1,270454
nlsy97_1997cohort,2002,258,20,18-24,0.0,4,2.0,1.0,2.0,35073.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.02,100.0,,,,215554.0,189980.0,0.0,42.37,0.565,,1,289450
nlsy97_1997cohort,2002,264,20,18-24,0.0,4,1.0,1.0,4.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,4384.0,731.0,0.0,57.52,1.104,,1,280651
nlsy97_1997cohort,2001,279,20,18-24,0.0,4,2.0,1.0,4.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,100.0,,,,26303.0,1.0,0.0,,,,1,261824
nlsy97_1997cohort,2001,284,20,18-24,1.0,1,1.0,1.0,5.0,0.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.0,0.0,,,,375856.0,0.0,0.0,9.8,,,1,226442
nlsy97_1997cohort,2000,287,20,18-24,0.0,4,2.0,1.0,5.0,178651.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.64,100.0,,,,284288.0,4384.0,3653.0,18.21,0.04,,1,310710
nlsy97_1997cohort,2004,289,20,18-24,1.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,0.0,44572.0,52.2,,,1,299087
nlsy97_1997cohort,2003,293,20,18-24,1.0,2,2.0,1.0,5.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,29.0,44572.0,89.74,0.966,,1,89863
nlsy97_1997cohort,2001,296,20,18-24,1.0,2,2.0,1.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,372287.0,0.0,17975.0,10.26,,,1,173110
nlsy97_1997cohort,2001,301,20,18-24,1.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,5115.0,58455.0,4.22,,,1,253941
nlsy97_1997cohort,2000,303,20,18-24,1.0,4,2.0,1.0,2.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,0.0,,,,66023.0,0.0,0.0,56.04,,,1,314483
nlsy97_1997cohort,2004,334,20,18-24,1.0,4,2.0,1.0,2.0,109713.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.33,,,,,,2923.0,51148.0,67.24,,,1,292629
nlsy97_1997cohort,2002,336,20,18-24,0.0,1,2.0,1.0,4.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,5904.0,58.0,0.0,48.42,0.746,,1,210695
nlsy97_1997cohort,2003,337,20,18-24,0.0,4,2.0,1.0,5.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,41864.0,31566.0,0.0,73.24,1.035,,1,287717
nlsy97_1997cohort,2001,338,20,18-24,1.0,4,2.0,1.0,3.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,,,,,,2192.0,0.0,83.12,1.602,,1,291762
nlsy97_1997cohort,2001,352,20,18-24,1.0,2,2.0,4.0,7.0,80860.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.96,100.0,,,,402797.0,731.0,3653.0,,,,1,77506
nlsy97_1997cohort,2002,353,20,18-24,1.0,2,1.0,4.0,4.0,55533.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.12,0.0,,,,,0.0,58894.0,,,,1,85289
nlsy97_1997cohort,2000,355,20,18-24,1.0,2,2.0,4.0,3.0,85442.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.1,100.0,,,,303862.0,6722.0,0.0,,,,1,104662
nlsy97_1997cohort,2001,376,20,18-24,0.0,1,2.0,4.0,3.0,120538.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.95,100.0,,,,416623.0,16075.0,438.0,,,,1,115268
nlsy97_1997cohort,2000,386,20,18-24,0.0,2,2.0,4.0,5.0,69907.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.14,0.0,,,,393034.0,0.0,0.0,36.96,1.103,,1,151681
nlsy97_1997cohort,2003,417,20,18-24,1.0,4,2.0,4.0,2.0,44598.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.57,100.0,,,,48914.0,65032.0,51148.0,28.49,,,1,301811
nlsy97_1997cohort,2000,426,20,18-24,1.0,2,2.0,4.0,5.0,27186.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.86,0.0,,,,270959.0,0.0,848.0,2.42,,,1,111053
nlsy97_1997cohort,2004,433,20,18-24,1.0,2,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,877.0,39457.0,,,,1,88683
nlsy97_1997cohort,2000,480,20,18-24,1.0,2,2.0,4.0,6.0,54372.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.49,100.0,,,,389616.0,1169.0,0.0,,,,1,104436
nlsy97_1997cohort,2002,485,20,18-24,0.0,4,2.0,4.0,5.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,4077.0,424.0,0.0,,,,1,455110
nlsy97_1997cohort,2004,487,20,18-24,0.0,4,2.0,4.0,4.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,0.0,,,,,0.0,0.0,6.54,,,1,311986
nlsy97_1997cohort,2002,513,20,18-24,0.0,2,1.0,3.0,5.0,49687.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.52,0.0,,,,,0.0,292277.0,,,,1,97975
nlsy97_1997cohort,2001,534,20,18-24,1.0,2,2.0,4.0,3.0,87172.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.31,100.0,,,,,15.0,54071.0,24.44,,,1,187842
nlsy97_1997cohort,2003,562,20,18-24,1.0,2,2.0,4.0,4.0,76248.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.86,0.0,,,,251762.0,0.0,0.0,19.3,,,1,88245
nlsy97_1997cohort,2004,603,20,18-24,0.0,2,1.0,4.0,7.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,21921.0,80376.0,5.82,,,1,88247
nlsy97_1997cohort,2004,629,20,18-24,1.0,4,2.0,4.0,4.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,0.0,,,,,0.0,29228.0,23.77,,,1,314336
nlsy97_1997cohort,2003,633,20,18-24,1.0,4,2.0,4.0,4.0,230470.0,False,0.0,CV_HH_POV_RATIO<=200pct,8.63,0.0,,,,,0.0,41649.0,92.19,0.671,,1,295420
nlsy97_1997cohort,2002,636,20,18-24,0.0,4,2.0,2.0,3.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,72338.0,24551.0,12860.0,,,,1,278527
nlsy97_1997cohort,2002,651,20,18-24,1.0,4,2.0,2.0,3.0,80376.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.86,0.0,,,,288623.0,25574.0,3653.0,,,,1,297999
nlsy97_1997cohort,2000,725,20,18-24,1.0,1,2.0,2.0,5.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,100.0,,,,272715.0,1169.0,365.0,91.39,1.466,,1,194425
nlsy97_1997cohort,2001,731,20,18-24,0.0,4,2.0,2.0,6.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,100.0,,,,12775.0,2923.0,0.0,96.02,1.989,,1,273592
nlsy97_1997cohort,2002,737,20,18-24,0.0,4,2.0,2.0,5.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,13152.0,13883.0,37265.0,74.67,0.739,,1,285339
nlsy97_1997cohort,2001,747,20,18-24,0.0,4,2.0,2.0,4.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,100.0,,,,14428.0,146.0,0.0,,,,1,273592
nlsy97_1997cohort,2000,762,20,18-24,1.0,2,2.0,2.0,5.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,100.0,,,,12117.0,438.0,0.0,,,,1,258113
nlsy97_1997cohort,2000,769,20,18-24,1.0,4,,2.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,5748.0,292.0,55533.0,62.92,,,1,314483
nlsy97_1997cohort,2001,774,20,18-24,1.0,2,2.0,2.0,4.0,82663.0,False,0.0,CV_HH_POV_RATIO<=200pct,3.05,100.0,,,,375894.0,146.0,0.0,53.58,1.196,,1,175925
nlsy97_1997cohort,2001,884,20,18-24,0.0,4,1.0,4.0,7.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,0.0,,,,48095.0,0.0,731.0,50.89,0.586,,1,293243
nlsy97_1997cohort,2002,894,20,18-24,0.0,2,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,2630.0,86222.0,35.08,0.427,,1,130034
nlsy97_1997cohort,2004,895,20,18-24,0.0,2,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,75992.0,0.0,24.1,,,1,119846
nlsy97_1997cohort,2001,918,20,18-24,0.0,4,2.0,4.0,4.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,100.0,,,,157812.0,116911.0,0.0,89.5,2.12,,1,276645
nlsy97_1997cohort,2003,921,20,18-24,0.0,2,2.0,4.0,5.0,253200.0,False,0.0,CV_HH_POV_RATIO<=200pct,8.0,100.0,,,,57258.0,3361.0,49687.0,,,,1,210598
nlsy97_1997cohort,2002,924,20,18-24,1.0,1,2.0,2.0,3.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,5115.0,1461.0,0.0,51.7,0.989,,1,243060
nlsy97_1997cohort,2001,927,20,18-24,0.0,2,2.0,4.0,7.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,100.0,,,,3908.0,146.0,0.0,,,,1,239624
nlsy97_1997cohort,2004,934,20,18-24,1.0,4,2.0,4.0,1.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,0.0,,,,,0.0,0.0,93.02,0.358,,1,300857
nlsy97_1997cohort,2001,951,20,18-24,1.0,4,2.0,4.0,4.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,100.0,,,,,,0.0,66.58,0.521,,1,253941
nlsy97_1997cohort,2004,953,20,18-24,0.0,4,2.0,4.0,3.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,731.0,0.0,53.44,,,1,281400
nlsy97_1997cohort,2004,961,20,18-24,1.0,4,2.0,4.0,2.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,,0.0,65.86,,,1,292910
nlsy97_1997cohort,2002,967,20,18-24,1.0,3,2.0,4.0,4.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,8038.0,4384.0,0.0,92.55,1.671,,1,295893
nlsy97_1997cohort,2003,971,20,18-24,1.0,4,2.0,4.0,4.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,14674.0,3946.0,0.0,57.78,,,1,285871
nlsy97_1997cohort,2002,974,20,18-24,0.0,4,2.0,4.0,3.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,38142.0,32297.0,0.0,99.15,1.534,,1,289784
nlsy97_1997cohort,2002,979,20,18-24,1.0,4,2.0,4.0,4.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,21190.0,17537.0,0.0,98.76,2.507,,1,296882
nlsy97_1997cohort,2002,980,20,18-24,0.0,4,2.0,4.0,4.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,20313.0,16660.0,0.0,85.08,1.097,,1,289784
nlsy97_1997cohort,2000,1008,20,18-24,1.0,4,2.0,4.0,5.0,18047.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.56,100.0,,,,386821.0,1.0,1461.0,34.58,,,1,340690
nlsy97_1997cohort,2001,1020,20,18-24,0.0,4,2.0,4.0,3.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,,,,,,15052.0,7307.0,14.47,,,1,272966
nlsy97_1997cohort,2004,1059,20,18-24,0.0,1,2.0,1.0,4.0,,False,,CV_HH_POV_RATIO<=200pct,,0.0,,,,,0.0,44864.0,,,,1,111783
nlsy97_1997cohort,2001,1070,20,18-24,1.0,1,2.0,3.0,4.0,6057.0,False,1.0,CV_HH_POV_RATIO<=200pct,0.22,100.0,,,,,731.0,42819.0,48.02,0.207,,1,311614
nlsy97_1997cohort,2003,1081,20,18-24,0.0,4,2.0,3.0,4.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,,1096.0,14614.0,95.24,0.812,,1,259871
nlsy97_1997cohort,2000,1083,20,18-24,1.0,4,2.0,3.0,4.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,100.0,,,,396141.0,7307.0,0.0,75.92,1.205,,1,326350
nlsy97_1997cohort,2000,1085,20,18-24,0.0,4,2.0,1.0,5.0,136319.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.17,100.0,,,,272407.0,731.0,801.0,23.52,0.094,,1,298759
nlsy97_1997cohort,2002,1093,20,18-24,0.0,2,2.0,1.0,4.0,143216.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.28,100.0,,,,382006.0,371191.0,146.0,27.65,,,1,98674
nlsy97_1997cohort,2003,1131,20,18-24,0.0,4,2.0,1.0,3.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,91.0,58455.0,24.54,,,1,254893
nlsy97_1997cohort,2004,1135,20,18-24,0.0,4,2.0,1.0,5.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,100.0,,,,,,0.0,80.56,0.017,,1,286425
nlsy97_1997cohort,2004,1151,20,18-24,1.0,4,2.0,1.0,6.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,0.0,,,,,0.0,0.0,63.07,,,1,292813
nlsy97_1997cohort,2003,1154,20,18-24,1.0,4,2.0,1.0,6.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,3453.0,731.0,877.0,61.18,0.098,,1,275192
nlsy97_1997cohort,2004,1156,20,18-24,1.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,1461.0,54802.0,20.37,,,1,320264
nlsy97_1997cohort,2004,1171,20,18-24,0.0,4,2.0,1.0,2.0,,False,,CV_HH_POV_RATIO<=200pct,,100.0,,,,,4384.0,105220.0,83.91,0.38,,1,304849
nlsy97_1997cohort,2003,1185,20,18-24,0.0,2,2.0,2.0,1.0,17264.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.28,100.0,,,,147460.0,146138.0,0.0,92.17,0.425,,1,206479
nlsy97_1997cohort,2004,1230,20,18-24,0.0,4,2.0,2.0,3.0,592688.0,False,0.0,CV_HH_POV_RATIO<=200pct,26.27,0.0,,,,,0.0,0.0,82.55,,,1,293999
nlsy97_1997cohort,2003,1232,20,18-24,0.0,4,2.0,2.0,3.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,,,0.0,39.2,,,1,261634
nlsy97_1997cohort,2003,1233,20,18-24,0.0,4,2.0,2.0,3.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,35966.0,731.0,0.0,86.22,0.111,,1,261634
nlsy97_1997cohort,2003,1234,20,18-24,0.0,4,2.0,2.0,4.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,0.0,,,,3597.0,0.0,0.0,93.48,0.507,,1,261634
nlsy97_1997cohort,2003,1238,20,18-24,1.0,4,2.0,4.0,6.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,0.0,,,,19422.0,0.0,0.0,,,,1,282380
nlsy97_1997cohort,2001,1249,20,18-24,1.0,4,2.0,2.0,4.0,149545.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.6,,,,,,2338.0,54802.0,37.43,0.551,,1,253941
nlsy97_1997cohort,2001,1267,20,18-24,0.0,4,2.0,2.0,4.0,188622.0,False,0.0,CV_HH_POV_RATIO<=200pct,6.95,100.0,,,,321710.0,57067.0,0.0,98.14,1.671,,1,261824
nlsy97_1997cohort,2000,1276,20,18-24,1.0,4,2.0,2.0,4.0,209721.0,False,0.0,CV_HH_POV_RATIO<=200pct,7.86,100.0,,,,459057.0,11691.0,40188.0,26.85,0.389,,1,340155
nlsy97_1997cohort,2003,1283,20,18-24,0.0,4,2.0,2.0,3.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,68335.0,26305.0,26305.0,84.85,0.071,,1,324409
nlsy97_1997cohort,2001,1285,20,18-24,1.0,4,2.0,2.0,2.0,44939.0,False,0.0,CV_HH_POV_RATIO<=200pct,2.59,100.0,,,,901780.0,328081.0,1169.0,,,,1,253941
nlsy97_1997cohort,2002,1292,20,18-24,1.0,4,2.0,2.0,3.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,3778.0,124.0,0.0,32.74,,,1,310162
nlsy97_1997cohort,2000,1295,20,18-24,1.0,4,2.0,2.0,3.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,,,,,,65762.0,0.0,78.65,1.619,,1,354291
nlsy97_1997cohort,2004,1303,20,18-24,1.0,4,,,,,False,,CV_HH_POV_RATIO<=200pct,,,,,,,656.0,51148.0,83.28,0.051,,1,323987
nlsy97_1997cohort,2000,1304,20,18-24,0.0,4,2.0,2.0,4.0,146808.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.5,100.0,,,,395052.0,8768.0,23674.0,85.91,1.316,,1,336577
nlsy97_1997cohort,2001,1306,20,18-24,1.0,4,2.0,2.0,3.0,185616.0,False,0.0,CV_HH_POV_RATIO<=200pct,8.91,100.0,,,,901780.0,438415.0,731.0,75.07,1.254,,1,286085
nlsy97_1997cohort,2000,1312,20,18-24,1.0,4,2.0,2.0,5.0,151558.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.71,100.0,,,,398471.0,9499.0,0.0,17.24,,,1,327319
nlsy97_1997cohort,2003,1313,20,18-24,1.0,4,2.0,2.0,5.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,22299.0,14614.0,17537.0,85.18,0.561,,1,281310
nlsy97_1997cohort,2003,1331,20,18-24,1.0,4,2.0,2.0,5.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,,46399.0,58455.0,78.97,1.072,,1,275378
nlsy97_1997cohort,2000,1335,20,18-24,0.0,4,2.0,3.0,5.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,100.0,,,,,731.0,,88.8,1.494,,1,304396
nlsy97_1997cohort,2001,1339,20,18-24,0.0,4,2.0,3.0,4.0,127752.0,False,0.0,CV_HH_POV_RATIO<=200pct,4.71,100.0,,,,901780.0,438415.0,0.0,48.06,0.313,,1,266764
nlsy97_1997cohort,2003,1344,20,18-24,1.0,4,2.0,3.0,4.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,6114.0,731.0,5480.0,41.1,0.016,,1,287716
nlsy97_1997cohort,2000,1410,20,18-24,1.0,4,2.0,3.0,6.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,100.0,,,,17399.0,3215.0,23382.0,65.41,1.799,,1,318515
nlsy97_1997cohort,2000,1411,20,18-24,1.0,4,2.0,3.0,5.0,174767.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.35,0.0,,,,271860.0,0.0,0.0,75.34,1.541,,1,318515
nlsy97_1997cohort,2002,1414,20,18-24,1.0,4,2.0,1.0,3.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,0.0,,,,25574.0,0.0,0.0,,,,1,286577
nlsy97_1997cohort,2001,1429,20,18-24,1.0,4,2.0,3.0,4.0,229954.0,False,0.0,CV_HH_POV_RATIO<=200pct,8.61,100.0,,,,375894.0,146.0,0.0,56.25,1.175,,1,264824
nlsy97_1997cohort,2002,1430,20,18-24,1.0,4,2.0,3.0,4.0,391563.0,False,0.0,CV_HH_POV_RATIO<=200pct,15.21,100.0,,,,7307.0,3653.0,0.0,65.84,1.137,,1,291743
nlsy97_1997cohort,2000,1434,20,18-24,0.0,4,1.0,3.0,3.0,26588.0,False,1.0,CV_HH_POV_RATIO<=200pct,1.31,100.0,,,,90879.0,73069.0,0.0,,,,1,311563
nlsy97_1997cohort,2002,1435,20,18-24,0.0,4,2.0,3.0,3.0,105950.0,False,0.0,CV_HH_POV_RATIO<=200pct,5.09,0.0,,,,499062.0,438415.0,13152.0,31.24,,,1,284769
nlsy97_1997cohort,2003,1439,20,18-24,0.0,4,1.0,3.0,4.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,16832.0,292.0,2923.0,8.99,,,1,261153
nlsy97_1997cohort,2000,1449,20,18-24,0.0,4,2.0,3.0,3.0,420285.0,False,0.0,CV_HH_POV_RATIO<=200pct,16.89,0.0,,,,36507.0,0.0,0.0,41.12,0.823,,1,310033
nlsy97_1997cohort,2001,1450,20,18-24,1.0,4,2.0,1.0,3.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,100.0,,,,,,0.0,100.0,2.181,,1,263523
nlsy97_1997cohort,2001,1454,20,18-24,1.0,4,2.0,3.0,4.0,429556.0,False,0.0,CV_HH_POV_RATIO<=200pct,17.2,100.0,,,,28556.0,24113.0,0.0,98.51,1.713,,1,268591
nlsy97_1997cohort,2003,1455,20,18-24,0.0,4,2.0,3.0,3.0,370733.0,False,0.0,CV_HH_POV_RATIO<=200pct,14.2,100.0,,,,15106.0,11691.0,0.0,96.27,0.655,,1,264868
nlsy97_1997cohort,2004,1464,20,18-24,1.0,4,2.0,3.0,3.0,220833.0,False,0.0,CV_HH_POV_RATIO<=200pct,10.91,100.0,,,,,585.0,43842.0,53.5,0.272,,1,304176
